id,sentence,difficulty
945,Elle lit des livres en français.,B1
946,Il aime voyager à travers le monde.,B1
947,Il étudie l'informatique à l'université.,B1
948,Je joue au tennis tous les week-ends.,B1
949,Il aime voyager à travers le monde.,B1
950,Je joue au tennis tous les week-ends.,B1
951,Elle lit des livres en français.,B1
952,Elle lit des livres en français.,B1
953,Ils parlent plusieurs langues.,B1
954,Tu conduis très bien.,B1
955,Elle lit des livres en français.,B1
956,Il étudie l'informatique à l'université.,B1
957,Il étudie l'informatique à l'université.,B1
958,Il étudie l'informatique à l'université.,B1
959,Il aime voyager à travers le monde.,B1
960,Il aime voyager à travers le monde.,B1
961,Le test de niveau en français est sur le site.,B1
962,"Le bleu, c'est ma couleur préférée mais je n'aime pas le rouge.",B1
963,Il étudie l'informatique à l'université.,B1
964,Ils parlent plusieurs langues.,B1
965,Il étudie l'informatique à l'université.,B1
966,Nous mangeons souvent au restaurant.,B1
967,Nous mangeons souvent au restaurant.,B1
968,Je joue au tennis tous les week-ends.,B1
969,Ils parlent plusieurs langues.,B1
970,Nous mangeons souvent au restaurant.,B1
971,Il étudie l'informatique à l'université.,B1
972,Il étudie l'informatique à l'université.,B1
973,Ils parlent plusieurs langues.,B1
974,"Le bleu, c'est ma couleur préférée mais je n'aime pas le rouge.",B1
975,Tu conduis très bien.,B1
976,Je travaille dans une entreprise de marketing.,B1
977,Je joue au tennis tous les week-ends.,B1
978,Je joue au tennis tous les week-ends.,B1
979,Ils parlent plusieurs langues.,B1
980,Ils parlent plusieurs langues.,B1
981,Je travaille dans une entreprise de marketing.,B1
982,Elle lit des livres en français.,B1
983,Il aime voyager à travers le monde.,B1
984,Ils parlent plusieurs langues.,B1
985,Le test de niveau en français est sur le site.,B1
986,Il étudie l'informatique à l'université.,B1
987,Ils parlent plusieurs langues.,B1
988,Il aime voyager à travers le monde.,B1
989,"Le bleu, c'est ma couleur préférée mais je n'aime pas le rouge.",B1
990,Je joue au tennis tous les week-ends.,B1
991,Je travaille dans une entreprise de marketing.,B1
992,Nous mangeons souvent au restaurant.,B1
993,Tu conduis très bien.,B1
994,Il aime voyager à travers le monde.,B1
995,Tu conduis très bien.,B1
996,Je travaille dans une entreprise de marketing.,B1
997,Il aime voyager à travers le monde.,B1
998,Il aime voyager à travers le monde.,B1
999,Elle lit des livres en français.,B1
0,Les enfants jouent dans le parc.,B2
1,Tu as bien fait de venir.,B2
2,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
3,Les enfants jouent dans le parc.,B2
4,Nous devons respecter les délais.,B2
5,"C'est pourquoi, il décida de remplacer les habits.",B2
6,"C'est pourquoi, il décida de remplacer les habits.",B2
7,Elle adore les films d'aventure.,B2
8,"C'est pourquoi, il décida de remplacer les habits.",B2
9,Les vacances d'été approchent rapidement.,B2
10,"C'est pourquoi, il décida de remplacer les habits.",B2
11,Les vacances d'été approchent rapidement.,B2
12,Tu as bien fait de venir.,B2
13,Tu as bien fait de venir.,B2
14,Nous devons respecter les délais.,B2
15,Elle adore les films d'aventure.,B2
16,"C'est pourquoi, il décida de remplacer les habits.",B2
17,Nous avons terminé le projet avant la date limite.,B2
18,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
19,Les enfants jouent dans le parc.,B2
20,Il est important de comprendre les différentes cultures.,B2
21,Les enfants jouent dans le parc.,B2
22,Les vacances d'été approchent rapidement.,B2
23,"C'est pourquoi, il décida de remplacer les habits.",B2
24,Nous avons terminé le projet avant la date limite.,B2
25,Tu as bien fait de venir.,B2
26,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
27,Elle a réussi l'examen avec une excellente note.,B2
28,Les enfants jouent dans le parc.,B2
29,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
30,Tu as bien fait de venir.,B2
31,Tu as bien fait de venir.,B2
32,Elle adore les films d'aventure.,B2
33,Nous avons terminé le projet avant la date limite.,B2
34,Les enfants jouent dans le parc.,B2
35,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
36,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
37,Nous avons terminé le projet avant la date limite.,B2
38,Tu as bien fait de venir.,B2
39,Les enfants jouent dans le parc.,B2
40,Les vacances d'été approchent rapidement.,B2
41,"C'est pourquoi, il décida de remplacer les habits.",B2
42,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
43,Les enfants jouent dans le parc.,B2
44,Nous avons terminé le projet avant la date limite.,B2
45,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
46,Il est important de comprendre les différentes cultures.,B2
47,Il est important de comprendre les différentes cultures.,B2
48,Les enfants jouent dans le parc.,B2
49,Nous devons respecter les délais.,B2
50,Les enfants jouent dans le parc.,B2
51,Nous devons respecter les délais.,B2
52,Nous avons terminé le projet avant la date limite.,B2
53,Elle a réussi l'examen avec une excellente note.,B2
54,Les vacances d'été approchent rapidement.,B2
55,Tu as bien fait de venir.,B2
56,Nous avons terminé le projet avant la date limite.,B2
57,Les vacances d'été approchent rapidement.,B2
58,Les vacances d'été approchent rapidement.,B2
59,Tu as bien fait de venir.,B2
60,Les enfants jouent dans le parc.,B2
61,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
62,Les enfants jouent dans le parc.,B2
63,Elle a réussi l'examen avec une excellente note.,B2
64,Tu as bien fait de venir.,B2
65,Tu as bien fait de venir.,B2
66,Il est important de comprendre les différentes cultures.,B2
67,Elle adore les films d'aventure.,B2
68,Il est important de comprendre les différentes cultures.,B2
69,Il est important de comprendre les différentes cultures.,B2
70,Nous avons terminé le projet avant la date limite.,B2
71,Il est important de comprendre les différentes cultures.,B2
72,Il est important de comprendre les différentes cultures.,B2
73,"C'est pourquoi, il décida de remplacer les habits.",B2
74,Les enfants jouent dans le parc.,B2
75,Tu as bien fait de venir.,B2
76,Elle a réussi l'examen avec une excellente note.,B2
77,Elle a réussi l'examen avec une excellente note.,B2
78,Les enfants jouent dans le parc.,B2
79,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
80,Les enfants jouent dans le parc.,B2
81,Elle adore les films d'aventure.,B2
82,Elle a réussi l'examen avec une excellente note.,B2
83,"C'est pourquoi, il décida de remplacer les habits.",B2
84,Nous avons terminé le projet avant la date limite.,B2
85,Il est important de comprendre les différentes cultures.,B2
86,Nous avons terminé le projet avant la date limite.,B2
87,Tu as bien fait de venir.,B2
88,Nous devons respecter les délais.,B2
89,Les enfants jouent dans le parc.,B2
90,Nous devons respecter les délais.,B2
91,Tu as bien fait de venir.,B2
92,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
93,Elle adore les films d'aventure.,B2
94,Elle adore les films d'aventure.,B2
95,Tu as bien fait de venir.,B2
96,Il est important de comprendre les différentes cultures.,B2
97,"C'est pourquoi, il décida de remplacer les habits.",B2
98,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
99,Les enfants jouent dans le parc.,B2
100,Nous devons respecter les délais.,B2
101,Elle adore les films d'aventure.,B2
102,Les vacances d'été approchent rapidement.,B2
103,Elle adore les films d'aventure.,B2
104,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
105,Les enfants jouent dans le parc.,B2
106,Les vacances d'été approchent rapidement.,B2
107,Elle a réussi l'examen avec une excellente note.,B2
108,Il est important de comprendre les différentes cultures.,B2
109,Nous devons respecter les délais.,B2
110,"C'est pourquoi, il décida de remplacer les habits.",B2
111,Les vacances d'été approchent rapidement.,B2
112,Elle adore les films d'aventure.,B2
113,Nous devons respecter les délais.,B2
114,Elle a réussi l'examen avec une excellente note.,B2
115,Les vacances d'été approchent rapidement.,B2
116,Elle adore les films d'aventure.,B2
117,Nous avons terminé le projet avant la date limite.,B2
118,Il est important de comprendre les différentes cultures.,B2
119,Tu as bien fait de venir.,B2
120,Les enfants jouent dans le parc.,B2
121,Il est important de comprendre les différentes cultures.,B2
122,"C'est pourquoi, il décida de remplacer les habits.",B2
123,Elle a réussi l'examen avec une excellente note.,B2
124,Nous devons respecter les délais.,B2
125,Nous devons respecter les délais.,B2
126,Il est important de comprendre les différentes cultures.,B2
127,Nous avons terminé le projet avant la date limite.,B2
128,"C'est pourquoi, il décida de remplacer les habits.",B2
129,Elle a réussi l'examen avec une excellente note.,B2
130,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
131,Elle a réussi l'examen avec une excellente note.,B2
132,Nous devons respecter les délais.,B2
133,Il est important de comprendre les différentes cultures.,B2
134,Nous devons respecter les délais.,B2
135,Les vacances d'été approchent rapidement.,B2
136,Il est important de comprendre les différentes cultures.,B2
137,Les enfants jouent dans le parc.,B2
138,Elle adore les films d'aventure.,B2
139,Elle adore les films d'aventure.,B2
140,Elle a réussi l'examen avec une excellente note.,B2
141,Les enfants jouent dans le parc.,B2
142,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
143,Elle adore les films d'aventure.,B2
144,Les vacances d'été approchent rapidement.,B2
145,Les vacances d'été approchent rapidement.,B2
146,Elle adore les films d'aventure.,B2
147,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
148,"C'est pourquoi, il décida de remplacer les habits.",B2
149,"C'est pourquoi, il décida de remplacer les habits.",B2
150,Tu as bien fait de venir.,B2
151,Tu as bien fait de venir.,B2
152,Nous devons respecter les délais.,B2
153,Nous devons respecter les délais.,B2
154,Tu as bien fait de venir.,B2
155,Tu as bien fait de venir.,B2
156,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
157,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
158,Nous devons respecter les délais.,B2
159,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
160,Tu as bien fait de venir.,B2
161,Elle a réussi l'examen avec une excellente note.,B2
162,Nous devons respecter les délais.,B2
163,Tu as bien fait de venir.,B2
164,Tu as bien fait de venir.,B2
165,Nous devons respecter les délais.,B2
166,Nous devons respecter les délais.,B2
167,"C'est pourquoi, il décida de remplacer les habits.",B2
168,"C'est pourquoi, il décida de remplacer les habits.",B2
169,Tu as bien fait de venir.,B2
170,Les enfants jouent dans le parc.,B2
171,Les vacances d'été approchent rapidement.,B2
172,"C'est pourquoi, il décida de remplacer les habits.",B2
173,Tu as bien fait de venir.,B2
174,Nous devons respecter les délais.,B2
175,Elle a réussi l'examen avec une excellente note.,B2
176,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
177,Il est important de comprendre les différentes cultures.,B2
178,Les enfants jouent dans le parc.,B2
179,Nous devons respecter les délais.,B2
180,Nous avons terminé le projet avant la date limite.,B2
181,Les vacances d'été approchent rapidement.,B2
182,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
183,Elle adore les films d'aventure.,B2
184,Il est important de comprendre les différentes cultures.,B2
185,Nous devons respecter les délais.,B2
186,Tu as bien fait de venir.,B2
187,Il est important de comprendre les différentes cultures.,B2
188,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
189,Elle a réussi l'examen avec une excellente note.,B2
190,Les vacances d'été approchent rapidement.,B2
191,"C'est pourquoi, il décida de remplacer les habits.",B2
192,Nous avons terminé le projet avant la date limite.,B2
193,Il est important de comprendre les différentes cultures.,B2
194,Nous avons terminé le projet avant la date limite.,B2
195,Nous avons terminé le projet avant la date limite.,B2
196,Elle a réussi l'examen avec une excellente note.,B2
197,Les vacances d'été approchent rapidement.,B2
198,Elle a réussi l'examen avec une excellente note.,B2
199,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
200,Elle adore les films d'aventure.,B2
201,Les enfants jouent dans le parc.,B2
202,Les vacances d'été approchent rapidement.,B2
203,Elle adore les films d'aventure.,B2
204,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
205,Elle adore les films d'aventure.,B2
206,"C'est pourquoi, il décida de remplacer les habits.",B2
207,Elle adore les films d'aventure.,B2
208,Il est important de comprendre les différentes cultures.,B2
209,Nous devons respecter les délais.,B2
210,Tu as bien fait de venir.,B2
211,"C'est pourquoi, il décida de remplacer les habits.",B2
212,Les coûts kilométriques réels peuvent diverger selon les circonstances.,B2
213,Nous devons respecter les délais.,B2
214,Les vacances d'été approchent rapidement.,B2
215,Nous avons terminé le projet avant la date limite.,B2
216,Elle a réussi l'examen avec une excellente note.,B2
